borough	leggi_year	domestic_coal	domestic_electricity	domestic_gas	domestic_oil	domestic_total	industrial_and_commercial_coal	industrial_and_commercial_electricity_w_o_rail	industrial_and_commercial_gas	industrial_and_commercial_oil	industrial_and_commercial_total	industrial_and_commercial_waste_and_renewables	total_total	transport_aviation	transport_railways_diesel	transport_railways_electric	transport_road_transport	transport_shipping	transport_total	gss
Hackney	2014	0.646573087	159.005696	186.8172167	0.841735284	347.3112211	0.027287309	301.301346	59.73046062	4.204720126	367.3561074	2.092293359	850.7280963	0.116340286	0.867219151	10.77747098	124.2997374	0	136.0607678	E09000012
Hackney	2015	0.686175685	133.633047	169.3767503	0.846578163	304.5425512	0.363276936	212.5757277	59.59666392	6.77218995	281.6593928	2.351534287	717.9835878	0.131465701	0.867219151	9.264703212	121.5182558	0	131.7816438	E09000012
Hackney	2012	0.846721452	173.757531	197.733491	0.80121303	373.1389566	0.09149321	262.6253571	60.65007097	5.781107621	329.1480289	0	846.9901023	0.107406571	0.702484814	15.98549204	125.6911398	2.216593596	144.7031169	E09000012
Hackney	2013	1.055731361	174.3156295	200.4502951	0.815615567	376.6372715	0.042902534	263.7695549	68.59179164	3.803492274	336.2077414	0	848.8553299	0.112999018	0.775823776	13.96620793	121.1552863	0	136.010317	E09000012
Hackney	2016	0.620802584	106.147438	177.9879506	0.85547181	285.611663	0.230145619	168.0926187	61.29798073	7.135664509	231.8775576	2.530215847	647.6709773	0.116455397	0.774922392	7.409067816	121.8331494	0.048161587	130.1817566	E09000012
Hammersmith and Fulham	2013	0.367354591	143.4127039	182.6889687	1.007731326	327.4767584	0.005673576	332.9751927	116.5567009	8.022111501	457.5596786	0	935.7786556	15.44070527	4.876310997	24.58579852	105.6176196	0.221784116	150.7422185	E09000013
Hammersmith and Fulham	2014	0.627150503	131.3491278	169.6371413	1.017298853	302.6307184	0	278.6815132	97.92229839	10.19958531	388.9917919	2.18839499	845.6737914	15.09911274	2.884480059	20.45929575	115.5278827	0.080509761	154.051281	E09000013
Hammersmith and Fulham	2011	0.367967734	142.7960292	165.0869891	0.959517217	309.2105033	0	334.0004212	108.7718751	10.89768425	453.6699805	0	916.7332539	13.7971708	4.458165757	25.4321249	110.1548589	0.01044974	153.8527701	E09000013
Hammersmith and Fulham	2012	0.352141165	143.8575015	179.3169683	0.972440008	324.499051	0	333.2764733	119.470514	10.07092035	462.8179077	0	941.1697288	13.7971708	4.458165757	25.4321249	110.1548589	0.01044974	153.8527701	E09000013
Hammersmith and Fulham	2017	0.714112373	79.40864905	168.7252559	0.93543661	249.7834539	0	183.3388083	106.8150917	10.34665415	290.2180203	2.628260539	683.6279933	15.58139102	2.680393663	12.91079432	112.4473398	0.006600361	143.6265191	E09000013
Hammersmith and Fulham	2015	0.668048064	110.7019674	153.392414	1.023210708	265.7856402	0	239.0822788	103.6908868	11.25091607	356.4836249	2.459543176	769.7825992	15.14248145	2.884480059	17.84422671	111.5616276	0.080518312	147.5133341	E09000013
Hammersmith and Fulham	2010	0.39566423	154.0784885	204.3726782	1.201819544	360.0486505	0	369.3441915	129.6915127	13.32493829	512.3606425	0	1026.262063	13.7971708	4.458165757	25.4321249	110.1548589	0.01044974	153.8527701	E09000013
Hammersmith and Fulham	2016	0.603865192	87.66264217	160.9434177	1.033999518	250.2439246	0	199.9085566	101.6329785	10.61722502	300.5022853	2.646431802	694.5099211	15.13416177	2.703909186	14.30290656	111.5844035	0.038330215	143.7637112	E09000013
Haringey	2017	1.429402761	99.45413158	241.0601607	0.790785125	342.7344801	0.073417515	112.1610285	65.40276305	7.327900759	173.0055827	5.185807303	657.9588008	0	2.299504666	17.1453345	122.7738988	0	142.218738	E09000014
Haringey	2012	0.866504664	187.1077562	256.8492183	0.846442797	445.6699219	0.025618099	164.2746373	64.6485298	8.083567106	237.0323523	0	857.9379186	0	3.912250912	35.82828494	135.2786396	0.216468994	175.2356444	E09000014
Haringey	2013	0.984458978	185.9340167	261.2460355	0.843688783	449.0081999	1.87569887	162.4593676	66.80081676	5.936554317	237.0724375	0	857.393808	0	5.128421816	36.11518273	130.0695659	0	171.3131705	E09000014
Haringey	2015	1.338640942	141.8756684	221.5920196	0.851231855	365.6575609	0.15951075	132.3427592	55.36717792	7.324867171	200.0472269	4.852911944	726.3193292	0	2.47459	23.7156192	134.4243321	0	160.6145413	E09000014
Haringey	2016	1.210269067	112.071397	230.8702941	0.860867483	345.0128276	0.080540487	120.534334	64.14668915	7.268828477	178.2580148	5.221660928	679.269721	0	2.320981106	18.9940382	134.6440855	0.039773732	155.9988785	E09000014
Haringey	2010	0.973334006	203.6852736	291.7847918	0.953055822	497.3964552	0.040635685	182.4054044	68.24421674	9.434468131	260.124725	0	932.7568246	0	3.912250912	35.82828494	135.2786396	0.216468994	175.2356444	E09000014
Haringey	2011	0.898157802	189.7882744	236.7942534	0.836750704	428.3174363	0.037249378	158.0450667	58.86245212	8.008690375	224.9534585	0	828.5065392	0	3.912250912	35.82828494	135.2786396	0.216468994	175.2356444	E09000014
Haringey	2014	1.257729584	167.0624203	241.7045034	0.845336828	410.8699901	1.44012594	151.998229	59.80892846	6.619714694	224.1849089	4.317910858	801.8512817	0	2.47459	27.32840249	136.9933902	0	166.7963827	E09000014
Harrow	2011	0.795285102	180.5567351	256.795834	1.444121872	439.5919761	0.155770127	98.50522695	84.07259259	7.022813414	189.7564031	0	793.1178683	0.239383946	3.569959526	26.77431647	133.1858292	0	163.7694891	E09000015
Harrow	2012	0.767588606	179.6317267	281.6828708	1.46027536	463.5424615	0.146389136	97.98945857	98.98522986	7.103929873	204.2250074	0	831.536958	0.239383946	3.569959526	26.77431647	133.1858292	0	163.7694891	E09000015
Harrow	2010	0.862548021	195.7905571	312.0750692	1.499043733	510.2272181	0.155770127	106.5825192	110.9126236	8.461070626	226.1119836	0	900.1086908	0.239383946	3.569959526	26.77431647	133.1858292	0	163.7694891	E09000015
Harrow	2015	1.302518593	137.4426894	248.6194802	1.460254985	388.8249431	0.005599179	75.64263124	60.31610658	6.299834975	146.9776723	4.71350028	695.2521997	0.239300136	3.726786909	17.69546892	137.7880284	0	159.4495843	E09000015
Harrow	2013	0.925416014	180.2916446	288.7110965	1.41705382	471.3452109	0.185490673	100.8841972	84.35843656	5.489195179	190.91756	2.40413e-4	825.8062397	0.23930293	4.029286461	24.71383733	134.5610421	0	163.5434688	E09000015
Harrow	2014	1.22390698	162.4385483	271.3485342	1.448630866	436.4596203	0.165158262	126.40101	70.06765881	5.588966975	206.4166624	4.193868398	809.3047474	0.239300136	3.726786909	20.38163743	142.0807403	0	166.4284647	E09000015
Harrow	2016	1.17763744	109.000296	259.5406773	1.477806014	371.1964167	1.26681e-4	69.74344452	45.61520527	6.286353097	112.5432932	5.071656055	643.6133625	0.236954225	3.696931976	14.17349238	141.7662739	0	159.8736525	E09000015
Harrow	2017	1.390658567	96.40305492	271.14023	1.376017395	370.3099609	1.34446e-4	60.43730601	45.74377156	6.416500796	104.8405693	5.036832412	623.2186004	0.239313988	3.463104549	12.7939759	131.5716757	0	148.0680702	E09000015
Havering	2016	1.98724777	125.4234188	244.6484906	2.086321753	374.1454789	0.228738263	115.1504311	42.23544791	18.16979713	169.3366331	7.62232362	917.8249319	2.921643006	1.919756121	14.07010495	354.2786869	1.15262885	374.3428198	E09000016
Havering	2017	2.325845463	110.4584831	258.1553331	1.930185015	372.8698467	0.206795235	105.9516556	44.17105237	17.98960068	163.1873574	7.568904979	890.4630311	2.80996525	1.929573461	12.70065151	335.8323898	1.13324698	354.405827	E09000016
Havering	2015	2.19496575	159.9788905	234.5542972	2.062221978	398.7903754	0.398542701	132.6055755	41.58087878	16.64477555	198.3134924	7.083719849	965.4300345	3.310294254	2.076492064	17.59089166	344.8983866	0.45010219	368.3261668	E09000016
Havering	2011	3.972468869	208.5300436	248.1791703	2.099953505	462.7816363	1.425635289	166.1075736	38.91045981	16.20457258	222.6514677	0.003226431	1051.895422	2.695768551	2.355961573	30.39406435	330.4598458	0.556677736	366.462318	E09000016
Havering	2013	4.430926033	208.5332744	274.5543075	2.01218738	489.5306954	0.246283831	178.3892576	45.65309779	11.58577418	235.8861245	0.011711151	1095.914703	2.845304872	2.60183026	27.71721681	336.7768533	0.556677736	370.497883	E09000016
Havering	2014	2.074389419	188.2205534	255.7393864	2.046821608	448.0811508	0.209502438	162.1122345	41.79733595	12.7855982	223.2142106	6.309539497	1051.329686	2.929437697	2.076492064	20.44029255	354.1499357	0.438166383	380.0343244	E09000016
Havering	2010	4.289000253	226.3398005	307.0535808	2.297026065	539.9794075	1.689767243	217.6887736	47.20752184	18.11704909	284.7063382	0.003226431	1191.148064	2.695768551	2.355961573	30.39406435	330.4598458	0.556677736	366.462318	E09000016
Havering	2012	3.833986389	207.5111763	273.6230548	2.125799087	487.0940166	1.687134792	168.1834225	49.26167986	15.95810334	235.093567	0.003226431	1088.649902	2.695768551	2.355961573	30.39406435	330.4598458	0.556677736	366.462318	E09000016
Hillingdon	2011	2.0218442149999998	216.8988847	261.2168382	2.490867927	482.628435	3.156038217	492.043812	173.7292775	108.2592739	806.0633466	28.87494508	2366.563002	650.8242279	15.39230842	23.08043167	388.5742524	0	1077.87122	E09000017
Hillingdon	2017	1.935191007	117.8245479	275.0690873	2.331842705	397.160669	0.12426357	264.6673288	141.2636723	135.1084816	542.3638823	15.98642783	2097.508945	737.1843516	10.67206985	14.78629178	395.3416808	0	1157.984394	E09000017
Hillingdon	2010	2.180109907	232.3654251	320.1625445	2.649172114	557.3572516	3.901025779	574.9279869	275.0117567	110.3776614	974.0332342	9.814803391	2609.261706	650.8242279	15.39230842	23.08043167	388.5742524	0	1077.87122	E09000017
Hillingdon	2014	1.714450523	196.8959772	274.6344867	2.46250264	475.7074171	0.513303197	507.1626014	156.8647156	117.3732485	829.7929282	47.879059410000004	2438.154066	674.7452069	11.48464612	23.43333835	422.9905298	0	1132.653721	E09000017
Hillingdon	2015	1.819351722	166.7707693	249.831977	2.481735355	420.9038334	0.249044353	363.4141017	129.4995338	124.0384448	633.2803503	16.07922561	2165.514599	676.6950131	11.48464612	20.43662042	402.7141357	0	1111.330415	E09000017
Hillingdon	2012	1.946668012	217.460837	288.2690482	2.519944206	510.1964974	3.798798079	521.8273781	193.6493305	109.0922775	854.8971139	26.52932968	2442.964832	650.8242279	15.39230842	23.08043167	388.5742524	0	1077.87122	E09000017
Hillingdon	2013	2.267738736	218.8656979	292.8322816	2.426817294	516.3925356	0.503747506	628.4361066	192.6875657	103.3050498	956.3057072	31.37323762	2629.229908	720.341329	17.14898697	26.70670836	392.3346405	0	1156.531665	E09000017
Hillingdon	2016	1.646042577	132.2431948	262.4831385	2.511210432	398.8835863	0.137351104	291.2848865	124.756879	135.6806246	551.1222506	15.64313983	2170.464015	775.5281624	11.49444326	16.38063051	416.9701451	0.084796436	1220.458178	E09000017
Hounslow	2013	1.88054715	193.9211097	237.6540163	1.872218069	435.3278912	0.082493862	466.2490659	124.8633492	15.70641108	606.90132	0	1455.832406	108.4985071	0.746957952	21.90079414	282.3583575	0.098578412	413.6031951	E09000018
Hounslow	2014	1.43860442	175.0544573	200.2347004	1.913964393	378.6417266	0.051542696	438.7658432	106.6841499	18.95984335	573.2164166	8.755037524	1374.384153	105.4894457	0.392446261	19.07721558	297.46865	0.098252464	422.52601	E09000018
Hounslow	2011	1.543090497	193.7863844	213.0075759	1.841497689	410.1785485	0	466.6762433	114.1358007	25.22721869	606.0392626	0	1414.216555	94.50651197	0.676371652	21.78739763	281.0284626	0	397.9987439	E09000018
Hounslow	2012	1.487697505	194.6568857	233.4104603	1.864112573	431.419156	0	475.0712153	127.477197	20.55990244	624.4521232	1.343808551	1453.870023	94.50651197	0.676371652	21.78739763	281.0284626	0	397.9987439	E09000018
Hounslow	2017	1.62683331	106.053572	223.4337756	1.797283904	332.9114648	0.242776405	253.2193176	108.0669193	14.41615746	369.6349469	5.677746171	1102.648693	114.6245273	0.364679405	11.98796996	273.1251049	0	400.1022815	E09000018
Hounslow	2015	1.527848012	148.7049446	203.2603792	1.92780984	355.4209816	0.40424906	344.6227659	108.7643945	19.55656002	482.1839991	8.836029634	1244.927966	105.7924546	0.392446261	16.57826353	284.4615684	0.098252464	407.3229853	E09000018
Hounslow	2010	1.665746408	208.7722832	260.8241024	2.041800946	473.303933	0	504.5393106	137.0261022	22.14167339	663.7070862	0	1535.009763	94.50651197	0.676371652	21.78739763	281.0284626	0	397.9987439	E09000018
Hounslow	2016	1.382043438	118.0408184	213.0972021	1.94996634	334.4700303	0.262513121	278.1173858	110.5791098	18.46007962	405.2500271	11.11151716	1153.620269	111.3758281	0.350678828	13.28057834	288.8573778	0.035748052	413.9002111	E09000018
Islington	2017	0.52688874	87.50306996	172.3362712	0.80957757	261.1758075	0.265469354	223.5861172	127.2059505	6.988048478	344.4629886	1.850038652	705.5517697	0	1.691562337	15.43263551	82.78877577	0	99.91297362	E09000019
Islington	2012	0.502493572	161.0506937	184.8879783	0.804443727	347.2456093	0.065875111	437.193606	122.9327175	7.805899228	567.9980978	0	1047.484078	0	1.5679355	31.29752683	99.26722461	0.107684083	132.240371	E09000019
Islington	2013	0.665503081	160.2170268	186.8901961	0.85587817	348.6286041	0.037330735	418.0486414	122.6315315	8.100359592	548.8178633	0	1028.081892	0	2.006856065	32.14384244	96.48472647	0	130.635425	E09000019
Islington	2015	0.494615346	123.0381103	157.8503771	0.887175504	282.2702783	0.469982248	305.4618932	112.0751188	6.848490554	426.5867629	1.731278111	832.0936146	0	1.820358665	21.34216012	100.0740546	0	123.2365734	E09000019
Islington	2016	0.447378221	97.92871032	164.7986108	0.896451546	264.0711508	0.287916737	247.3069062	125.3633728	7.049059475	364.7734181	1.862829445	747.3465887	0	1.685393621	17.09666657	99.70364991	0.016309601	118.5020197	E09000019
Islington	2010	0.565799849	171.9753328	210.4539325	1.001516287	383.9965814	0.098202906	484.5961471	125.1761378	8.819854963	618.6903427	0	1134.927295	0	1.5679355	31.29752683	99.26722461	0.107684083	132.240371	E09000019
Islington	2011	0.522276784	158.7254031	170.4508983	0.794751634	330.4933298	0.094816599	409.4811602	102.643342	7.840217729	520.0595365	0	982.7932374	0	1.5679355	31.29752683	99.26722461	0.107684083	132.240371	E09000019
Islington	2014	0.465570166	146.289088	173.1996556	0.882165633	320.8364794	0.015159616	351.5565594	118.7347535	8.764736771	480.6116255	1.540416278	930.1122388	0	1.820358665	24.56096003	102.2828152	0	128.6641339	E09000019
Kensington and Chelsea	2011	0.569756491	188.568356	165.7059541	2.549020485	357.3930871	0.057567221	599.2049455	161.095048	2.792278101	763.1498389	0	1266.753612	1.744669336	4.225335862	24.76781619	115.4677739	0.005091062	146.2106863	E09000020
Kensington and Chelsea	2012	0.546016637	191.3576902	178.9184658	2.578096765	373.4002694	0.040257012	529.4636159	217.9269396	2.439733492	749.870546	0	1269.481502	1.744669336	4.225335862	24.76781619	115.4677739	0.005091062	146.2106863	E09000020
Kensington and Chelsea	2010	0.613279557	202.6699648	202.3197842	3.285619561	408.8886481	0.060953528	634.7404121	193.1207826	2.792278101	830.7144263	0	1385.8137610000001	1.744669336	4.225335862	24.76781619	115.4677739	0.005091062	146.2106863	E09000020
Kensington and Chelsea	2015	0.403177058	144.3396537	152.7297374	2.263233682	299.7358019	0.107799749	425.0168919	157.0512116	2.303301848	585.8595063	1.380301255	1029.533949	1.914785534	2.164333854	22.37445346	117.4699181	0.015150108	143.938641	E09000020
Kensington and Chelsea	2013	0.709100016	190.2733247	182.8406713	2.585109079	376.4082051	0.015026782	495.9943845	183.8220889	1.711084475	681.5425846	0	1205.910916	1.952496305	4.602137111	28.95431863	112.3760602	0.07511355	147.9601258	E09000020
Kensington and Chelsea	2014	0.379926875	171.8794792	169.4040487	2.250966753	343.9144215	0.00909577	550.3165028	176.8213964	1.916901202	730.2920285	1.228132273	1225.084913	1.909301507	2.164333854	25.61374049	121.1759368	0.015149974	150.8784626	E09000020
Kensington and Chelsea	2016	0.364770101	114.1397322	159.5443087	2.286550315	276.3353613	0.070003499	331.7211623	160.0264709	2.385784593	477.7501806	1.48518358	891.7360259	1.871085717	2.072833974	17.93842432	115.7363665	0.031773491	137.650484	E09000020
Kensington and Chelsea	2017	0.428852901	102.7180615	165.6651364	2.058666512	270.8707173	0.064740375	266.6124824	163.0441371	2.407848655	417.4117299	1.474985825	807.3902477	1.926378126	2.011200156	16.19246443	98.96259772	0.015160005	119.1078004	E09000020
Kingston upon Thames	2016	0.955270438	81.65600219	162.4728024	0.923714103	246.0077891	0.402702436	102.1098579	42.76484565	8.897799455	152.799549	3.929887081	564.3917323	0	0.512706619	5.305543557	159.7137996	0.052344456	165.5843942	E09000021
Kingston upon Thames	2017	1.123988473	72.33121049	170.5046958	0.858409845	244.8183047	0.367087574	97.14975936	45.45665439	8.650643328	150.7378967	3.902903196	562.3909185	0	0.535219709	4.789151134	161.5103463	0	166.8347171	E09000021
Kingston upon Thames	2015	1.055981227	103.6906493	158.3077973	0.912835357	263.9672631	0.797553748	122.5823069	43.216963	7.568144238	177.8173299	3.652362001	606.0585841	0	0.575971582	6.639355825	157.0223668	0.036296904	164.2739911	E09000021
Kingston upon Thames	2011	1.111816486	137.1584002	162.4562702	0.923979542	301.6504664	0.040635685	140.8269549	43.72297013	4.45828537	189.0488461	0	670.5178636	0	0.630081223	18.21187896	160.9061249	0.070466036	179.8185511	E09000021
Kingston upon Thames	2013	1.339876373	136.8366575	183.0927589	0.882577921	322.1518707	0.032406226	147.170883	51.43833525	9.115578719	207.7572032	0	707.0534948	0	0.695836644	14.83005425	161.5861169	0.032413093	177.1444209	E09000021
Kingston upon Thames	2014	0.994574344	123.037672	153.9289081	0.905706137	278.8668606	0.006063847	153.904233	40.91630755	9.831926447	207.9082444	3.249713517	658.0227338	0	0.575971582	7.760048278	162.875312	0.036296904	171.2476288	E09000021
Kingston upon Thames	2010	1.198862617	148.4732707	198.4606449	0.978901403	349.1116796	0.040635685	150.2527646	56.70250777	5.063538947	212.059447	0	740.9896777	0	0.630081223	18.21187896	160.9061249	0.070466036	179.8185511	E09000021
Kingston upon Thames	2012	1.076206706	138.8225445	179.485004	0.93367163500000006	320.3174269	0.029277827	138.3425228	49.40805008	4.676675836	192.4565266	0	692.5925045	0	0.630081223	18.21187896	160.9061249	0.070466036	179.8185511	E09000021
Lambeth	2011	0.929810941	223.4935583	259.4436894	1.570119082	485.4371776	0	272.1033998	145.6893185	3.89982975	421.692548	0	1139.925459	0	1.324263882	61.84353119	169.5701458	0.057792654	232.7957335	E09000022
Lambeth	2017	1.287648774	120.9784219	265.2685539	1.548292776	389.0829173	0	173.0333666	145.7341983	4.371099325	296.7724247	4.629956428	880.6860766	0	0.891132771	30.99619598	162.9228071	0.020598742	194.8307346	E09000022
Lambeth	2010	1.004987144	240.0722009	316.5681714	1.880266061	559.5256256	0	303.5004623	161.7111717	4.30229218	469.5139261	0	1261.835285	0	1.324263882	61.84353119	169.5701458	0.057792654	232.7957335	E09000022
Lambeth	2014	1.134326618	202.0321446	238.3393059	1.67068207	443.1764592	0	278.3563636	133.2542402	2.697799807	418.1634907	3.855087157	1081.33949	0	0.958984026	49.41501285	168.4443019	1.181241394	219.9995402	E09000022
Lambeth	2015	1.206687051	170.4233624	244.9505804	1.681269755	418.2618996	0	212.6462554	153.6943793	4.096494366	374.7698721	4.332743108	1003.135961	0	0.958984026	42.87539192	165.088545	1.181267954	210.1041889	E09000022
Lambeth	2012	0.898157802	224.2827359	282.1111192	1.589503268	508.8815162	0	274.4332853	156.0003521	3.796874245	434.2305116	0	1175.907761	0	1.324263882	61.84353119	169.5701458	0.057792654	232.7957335	E09000022
Lambeth	2013	1.105839765	224.2893892	286.14975	1.651216125	513.196195	0.001711738	278.7248517	172.3024483	2.356549441	453.3855612	0	1199.018429	0	1.462464363	63.44337915	165.6161839	1.914645523	232.436673	E09000022
Lambeth	2016	1.091101081	135.7112524	252.0196106	1.699587691	390.5215517	0	195.2665156	153.1294402	5.03633251	323.7558802	4.661967012	912.7022751	0	0.855935704	34.33837513	163.2029635	0.027568784	198.4248431	E09000022
Lewisham	2013	1.523600452	209.9092955	270.6725733	1.085787694	483.1912569	4.05413e-4	124.9869537	54.21283483	2.142300482	181.3424944	0	860.4905164	0.009124144	2.336630459	38.58817719	155.0089881	0.013845179	195.956765	E09000023
Lewisham	2014	1.772352487	189.9674966	226.9528509	1.102726568	419.7954265	0	132.6173548	45.6982898	2.432858533	186.7932355	6.044732407	786.9840256	0.009393936	1.408046198	22.36054496	156.6157897	0.00158885	180.3953636	E09000023
Lewisham	2011	1.396694732	210.7382837	245.6482645	1.079053032	458.8622959	0	118.051962	56.33413965	5.696871299	180.0829729	0	848.155095	0.00867258	2.115822718	45.98783213	159.1750254	1.922473337	209.2098261	E09000023
Lewisham	2012	1.345258382	211.6269023	267.5043424	1.091975823	481.5684789	0	122.3863546	54.03853606	5.559597292	181.984488	0	872.7627929	0.00867258	2.115822718	45.98783213	159.1750254	1.922473337	209.2098261	E09000023
Lewisham	2017	2.012732383	113.8392786	254.4410048	1.044775536	371.3377913	0.034539472	79.22436129	64.82345614	2.928600925	140.4707584	7.259718528	668.0224894	0.009043798	1.308422325	13.79991791	140.3995585	0.696997107	156.2139397	E09000023
Lewisham	2015	1.885746046	160.4555575	235.6867399	1.111379914	399.1394233	0.066827625	102.1723244	66.68948997	2.875266036	178.5975995	6.793691454	751.11474	0.010615243	1.408046198	19.13127459	152.8261468	0.001634354	173.3777172	E09000023
Lewisham	2010	1.507480716	224.7840578	301.4427152	1.13720559	528.8714593	0	144.7943764	55.4283858	6.242847464	206.4656096	0	944.5468951	0.00867258	2.115822718	45.98783213	159.1750254	1.922473337	209.2098261	E09000023
